id_prov;prov;var1;var2;svar1;svar2;value;value_abs;covar;len_serie1;len_serie2
86;Santiago del Estero;P__09_02_PORC;P__12_01_PORC;Primario PORC;Si tiliza computadora PORC;-0.901;0.901;-346.727;1040;1040
86;Santiago del Estero;H__19D_02_PORC;H__19B_02_PORC;Sin teléfono de línea PORC;Sin computadora PORC;0.943;0.943;466.151;1040;1040
86;Santiago del Estero;H__19D_02_PORC;H__19B_01_PORC;Sin teléfono de línea PORC;Con computadora PORC;-0.918;0.918;-443.349;1040;1040
86;Santiago del Estero;H__07_02_PORC;V__INMAT_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Calidad 1 PORC;-0.911;0.911;-573.799;1040;1040
86;Santiago del Estero;H__11_02_PORC;V__INCALCONS_03_PORC;No tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;0.908;0.908;782.867;1040;1040
86;Santiago del Estero;H__11_02_PORC;H__08_01_PORC;No tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;-0.917;0.917;-935.137;1040;1040
86;Santiago del Estero;H__05_01_PORC;H__11_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiene cadena y mochila en el baño PORC;0.957;0.957;1168.147;1040;1040
86;Santiago del Estero;H__05_01_PORC;V__INCALSERV_03_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.903;0.903;-958.706;1040;1040
86;Santiago del Estero;H__05_01_PORC;V__INCALCONS_03_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Insuficiente PORC;-0.937;0.937;-1009.272;1040;1040
86;Santiago del Estero;H__05_01_PORC;H__19B_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con computadora PORC;0.908;0.908;599.676;1040;1040
86;Santiago del Estero;H__05_01_PORC;P__12_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiliza computadora PORC;0.935;0.935;650.556;1040;1040
86;Santiago del Estero;H__05_01_PORC;H__07_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con revestimiento interior o cielorraso del techo PORC;0.903;0.903;839.311;1040;1040
86;Santiago del Estero;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.937;0.937;746.966;1040;1040
86;Santiago del Estero;H__05_01_PORC;H__08_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Por cañeria dentro de la vivienda PORC;0.959;0.959;1220.962;1040;1040
86;Santiago del Estero;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.943;0.943;745.715;1040;1040
86;Santiago del Estero;H__13_01_PORC;H__10_02_PORC;De uso exclusivo del hogar PORC;HOGAR NO Tiene baño o letrina PORC;-0.915;0.915;-192.809;1040;1040
86;Santiago del Estero;H__13_01_PORC;H__ALGUNBI_01_PORC;De uso exclusivo del hogar PORC;Sin NBI PORC;0.937;0.937;230.667;1040;1040
86;Santiago del Estero;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.979;0.979;216.985;1040;1040
86;Santiago del Estero;H__10_02_PORC;H__ALGUNBI_02_PORC;HOGAR NO Tiene baño o letrina PORC;Al menos un indicador NBI PORC;0.933;0.933;213.455;1040;1040
86;Santiago del Estero;H__10_02_PORC;H__13_01_PORC;HOGAR NO Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;-0.915;0.915;-192.809;1040;1040
86;Santiago del Estero;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.939;0.939;374.994;1040;1040
86;Santiago del Estero;H__19B_02_PORC;P__09_02_PORC;Sin computadora PORC;Primario PORC;0.912;0.912;340.902;1040;1040
86;Santiago del Estero;H__19B_02_PORC;H__19D_02_PORC;Sin computadora PORC;Sin teléfono de línea PORC;0.943;0.943;466.151;1040;1040
86;Santiago del Estero;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.909;0.909;-365.522;1040;1040
86;Santiago del Estero;H__19B_02_PORC;H__19D_01_PORC;Sin computadora PORC;Con teléfono de línea PORC;-0.908;0.908;-442.894;1040;1040
86;Santiago del Estero;V__01_02_PORC;H__06_07_PORC;Rancho PORC;Caña, palma, tabla o paja con o sin barro PORC;0.950;0.950;679.970;1040;1040
86;Santiago del Estero;V__01_02_PORC;H__05_03_PORC;Rancho PORC;Tierra o ladrillo suelto PORC;0.929;0.929;764.808;1040;1040
86;Santiago del Estero;V__01_02_PORC;V__INMAT_04_PORC;Rancho PORC;Calidad 4 PORC;0.930;0.930;694.930;1040;1040
86;Santiago del Estero;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.910;0.910;-355.149;1040;1040
86;Santiago del Estero;H__19B_01_PORC;H__19D_02_PORC;Con computadora PORC;Sin teléfono de línea PORC;-0.918;0.918;-443.349;1040;1040
86;Santiago del Estero;H__19B_01_PORC;H__05_01_PORC;Con computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.908;0.908;599.676;1040;1040
86;Santiago del Estero;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.948;0.948;372.529;1040;1040
86;Santiago del Estero;H__19B_01_PORC;V__INCALCONS_01_PORC;Con computadora PORC;Calidad constructiva Satisfactoria PORC;0.909;0.909;409.228;1040;1040
86;Santiago del Estero;H__19B_01_PORC;H__19D_01_PORC;Con computadora PORC;Con teléfono de línea PORC;0.942;0.942;448.882;1040;1040
86;Santiago del Estero;P__12_01_PORC;H__11_01_PORC;Si tiliza computadora PORC;Si tiene cadena y mochila en el baño PORC;0.901;0.901;654.607;1040;1040
86;Santiago del Estero;P__12_01_PORC;P__09_02_PORC;Si tiliza computadora PORC;Primario PORC;-0.901;0.901;-346.727;1040;1040
86;Santiago del Estero;P__12_01_PORC;H__05_01_PORC;Si tiliza computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.935;0.935;650.556;1040;1040
86;Santiago del Estero;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.909;0.909;-365.522;1040;1040
86;Santiago del Estero;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.948;0.948;372.529;1040;1040
86;Santiago del Estero;P__12_01_PORC;V__INCALCONS_01_PORC;Si tiliza computadora PORC;Calidad constructiva Satisfactoria PORC;0.916;0.916;434.399;1040;1040
86;Santiago del Estero;P__12_01_PORC;H__19D_01_PORC;Si tiliza computadora PORC;Con teléfono de línea PORC;0.903;0.903;453.722;1040;1040
86;Santiago del Estero;P__12_01_PORC;H__08_01_PORC;Si tiliza computadora PORC;Por cañeria dentro de la vivienda PORC;0.905;0.905;686.035;1040;1040
86;Santiago del Estero;P__12_01_PORC;V__INMAT_01_PORC;Si tiliza computadora PORC;Calidad 1 PORC;0.900;0.900;423.934;1040;1040
86;Santiago del Estero;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.961;0.961;824.717;1040;1040
86;Santiago del Estero;H__12_02_PORC;V__INCALSERV_02_PORC;A cámara séptica y pozo ciego PORC;Calidad de Servicios Basicos Basico PORC;0.921;0.921;544.144;1040;1040
86;Santiago del Estero;H__07_01_PORC;H__11_01_PORC;Con revestimiento interior o cielorraso del techo PORC;Si tiene cadena y mochila en el baño PORC;0.902;0.902;875.872;1040;1040
86;Santiago del Estero;H__07_01_PORC;H__05_01_PORC;Con revestimiento interior o cielorraso del techo PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.903;0.903;839.311;1040;1040
86;Santiago del Estero;H__07_01_PORC;V__INMAT_01_PORC;Con revestimiento interior o cielorraso del techo PORC;Calidad 1 PORC;0.924;0.924;581.574;1040;1040
86;Santiago del Estero;V__INCALCONS_01_PORC;H__11_01_PORC;Calidad constructiva Satisfactoria PORC;Si tiene cadena y mochila en el baño PORC;0.917;0.917;762.878;1040;1040
86;Santiago del Estero;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.937;0.937;746.966;1040;1040
86;Santiago del Estero;V__INCALCONS_01_PORC;H__19B_01_PORC;Calidad constructiva Satisfactoria PORC;Con computadora PORC;0.909;0.909;409.228;1040;1040
86;Santiago del Estero;V__INCALCONS_01_PORC;P__12_01_PORC;Calidad constructiva Satisfactoria PORC;Si tiliza computadora PORC;0.916;0.916;434.399;1040;1040
86;Santiago del Estero;V__INCALCONS_01_PORC;H__19D_01_PORC;Calidad constructiva Satisfactoria PORC;Con teléfono de línea PORC;0.901;0.901;518.199;1040;1040
86;Santiago del Estero;V__INCALCONS_01_PORC;H__08_01_PORC;Calidad constructiva Satisfactoria PORC;Por cañeria dentro de la vivienda PORC;0.922;0.922;800.600;1040;1040
86;Santiago del Estero;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.988;0.988;532.676;1040;1040
86;Santiago del Estero;H__ALGUNBI_01_PORC;H__13_01_PORC;Sin NBI PORC;De uso exclusivo del hogar PORC;0.937;0.937;230.667;1040;1040
86;Santiago del Estero;H__ALGUNBI_01_PORC;H__10_01_PORC;Sin NBI PORC;HOGAR SI Tiene baño o letrina PORC;0.936;0.936;232.476;1040;1040
86;Santiago del Estero;H__19D_01_PORC;H__19B_02_PORC;Con teléfono de línea PORC;Sin computadora PORC;-0.908;0.908;-442.894;1040;1040
86;Santiago del Estero;H__19D_01_PORC;H__19B_01_PORC;Con teléfono de línea PORC;Con computadora PORC;0.942;0.942;448.882;1040;1040
86;Santiago del Estero;H__19D_01_PORC;P__12_01_PORC;Con teléfono de línea PORC;Si tiliza computadora PORC;0.903;0.903;453.722;1040;1040
86;Santiago del Estero;H__19D_01_PORC;V__INCALCONS_01_PORC;Con teléfono de línea PORC;Calidad constructiva Satisfactoria PORC;0.901;0.901;518.199;1040;1040
86;Santiago del Estero;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.986;0.986;1311.409;1040;1040
86;Santiago del Estero;H__08_01_PORC;V__INCALSERV_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.918;0.918;-1061.992;1040;1040
86;Santiago del Estero;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.953;0.953;-1118.255;1040;1040
86;Santiago del Estero;H__08_01_PORC;H__11_02_PORC;Por cañeria dentro de la vivienda PORC;No tiene cadena y mochila en el baño PORC;-0.917;0.917;-935.137;1040;1040
86;Santiago del Estero;H__08_01_PORC;H__05_01_PORC;Por cañeria dentro de la vivienda PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.959;0.959;1220.962;1040;1040
86;Santiago del Estero;H__08_01_PORC;P__12_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiliza computadora PORC;0.905;0.905;686.035;1040;1040
86;Santiago del Estero;H__08_01_PORC;V__INCALCONS_01_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Satisfactoria PORC;0.922;0.922;800.600;1040;1040
86;Santiago del Estero;H__08_01_PORC;V__INMAT_01_PORC;Por cañeria dentro de la vivienda PORC;Calidad 1 PORC;0.914;0.914;787.347;1040;1040
86;Santiago del Estero;V__INMAT_04_PORC;H__06_07_PORC;Calidad 4 PORC;Caña, palma, tabla o paja con o sin barro PORC;0.936;0.936;710.294;1040;1040
86;Santiago del Estero;V__INMAT_04_PORC;H__14_06_PORC;Calidad 4 PORC;Leña o carbón PORC;0.926;0.926;863.894;1040;1040
86;Santiago del Estero;V__INMAT_04_PORC;H__05_03_PORC;Calidad 4 PORC;Tierra o ladrillo suelto PORC;0.983;0.983;858.140;1040;1040
86;Santiago del Estero;V__INMAT_04_PORC;V__01_02_PORC;Calidad 4 PORC;Rancho PORC;0.930;0.930;694.930;1040;1040
86;Santiago del Estero;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.979;0.979;216.985;1040;1040
86;Santiago del Estero;H__10_01_PORC;H__ALGUNBI_01_PORC;HOGAR SI Tiene baño o letrina PORC;Sin NBI PORC;0.936;0.936;232.476;1040;1040
86;Santiago del Estero;V__INMAT_01_PORC;H__11_01_PORC;Calidad 1 PORC;Si tiene cadena y mochila en el baño PORC;0.912;0.912;753.076;1040;1040
86;Santiago del Estero;V__INMAT_01_PORC;H__07_02_PORC;Calidad 1 PORC;Sin revestimiento interior o cielorraso del techo PORC;-0.911;0.911;-573.799;1040;1040
86;Santiago del Estero;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.943;0.943;745.715;1040;1040
86;Santiago del Estero;V__INMAT_01_PORC;P__12_01_PORC;Calidad 1 PORC;Si tiliza computadora PORC;0.900;0.900;423.934;1040;1040
86;Santiago del Estero;V__INMAT_01_PORC;H__07_01_PORC;Calidad 1 PORC;Con revestimiento interior o cielorraso del techo PORC;0.924;0.924;581.574;1040;1040
86;Santiago del Estero;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.988;0.988;532.676;1040;1040
86;Santiago del Estero;V__INMAT_01_PORC;H__08_01_PORC;Calidad 1 PORC;Por cañeria dentro de la vivienda PORC;0.914;0.914;787.347;1040;1040
26;Chubut;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.982;0.982;1594.886;753;753
26;Chubut;H__09_01_PORC;V__URP_03_PORC;Red pública PORC;Area Rural disperso PORC;-0.914;0.914;-1361.639;753;753
26;Chubut;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.908;0.908;499.533;753;753
26;Chubut;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.908;0.908;499.533;753;753
26;Chubut;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.982;0.982;1594.886;753;753
26;Chubut;V__URP_03_PORC;H__09_01_PORC;Area Rural disperso PORC;Red pública PORC;-0.914;0.914;-1361.639;753;753
26;Chubut;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.985;0.985;501.047;753;753
26;Chubut;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.985;0.985;501.047;753;753
22;Chaco;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.990;0.990;965.541;1483;1483
22;Chaco;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.941;0.941;-853.880;1483;1483
22;Chaco;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.965;0.965;1051.965;1483;1483
22;Chaco;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.909;0.909;302.853;1483;1483
22;Chaco;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.947;0.947;412.478;1483;1483
22;Chaco;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.941;0.941;-408.192;1483;1483
22;Chaco;H__05_03_PORC;V__INMAT_04_PORC;Tierra o ladrillo suelto PORC;Calidad 4 PORC;0.971;0.971;317.870;1483;1483
22;Chaco;V__INCALSERV_03_PORC;V__INCALCONS_03_PORC;Calidad de Servicios BasicosInsuficiente PORC;Calidad constructiva Insuficiente PORC;0.909;0.909;821.446;1483;1483
22;Chaco;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.941;0.941;-853.880;1483;1483
22;Chaco;V__INCALCONS_03_PORC;V__INCALSERV_03_PORC;Calidad constructiva Insuficiente PORC;Calidad de Servicios BasicosInsuficiente PORC;0.909;0.909;821.446;1483;1483
22;Chaco;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.936;0.936;-929.879;1483;1483
22;Chaco;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.909;0.909;302.853;1483;1483
22;Chaco;H__19D_02_PORC;H__19B_02_PORC;Sin teléfono de línea PORC;Sin computadora PORC;0.926;0.926;476.447;1483;1483
22;Chaco;H__19D_02_PORC;H__19B_01_PORC;Sin teléfono de línea PORC;Con computadora PORC;-0.919;0.919;-471.141;1483;1483
22;Chaco;H__11_02_PORC;H__08_01_PORC;No tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;-0.902;0.902;-790.473;1483;1483
22;Chaco;H__05_01_PORC;H__19B_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Sin computadora PORC;-0.917;0.917;-604.578;1483;1483
22;Chaco;H__05_01_PORC;H__19B_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con computadora PORC;0.924;0.924;607.404;1483;1483
22;Chaco;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.939;0.939;682.772;1483;1483
22;Chaco;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.951;0.951;681.126;1483;1483
22;Chaco;H__13_01_PORC;H__10_02_PORC;De uso exclusivo del hogar PORC;HOGAR NO Tiene baño o letrina PORC;-0.933;0.933;-146.199;1483;1483
22;Chaco;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.953;0.953;151.947;1483;1483
22;Chaco;H__10_02_PORC;H__13_01_PORC;HOGAR NO Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;-0.933;0.933;-146.199;1483;1483
22;Chaco;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.947;0.947;412.478;1483;1483
22;Chaco;H__19B_02_PORC;H__19D_02_PORC;Sin computadora PORC;Sin teléfono de línea PORC;0.926;0.926;476.447;1483;1483
22;Chaco;H__19B_02_PORC;H__05_01_PORC;Sin computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.917;0.917;-604.578;1483;1483
22;Chaco;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.944;0.944;-413.910;1483;1483
22;Chaco;H__19B_02_PORC;H__19D_01_PORC;Sin computadora PORC;Con teléfono de línea PORC;-0.919;0.919;-471.319;1483;1483
22;Chaco;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.941;0.941;-408.192;1483;1483
22;Chaco;H__19B_01_PORC;H__19D_02_PORC;Con computadora PORC;Sin teléfono de línea PORC;-0.919;0.919;-471.141;1483;1483
22;Chaco;H__19B_01_PORC;H__05_01_PORC;Con computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.924;0.924;607.404;1483;1483
22;Chaco;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.953;0.953;415.973;1483;1483
22;Chaco;H__19B_01_PORC;H__19D_01_PORC;Con computadora PORC;Con teléfono de línea PORC;0.926;0.926;472.757;1483;1483
22;Chaco;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.944;0.944;-413.910;1483;1483
22;Chaco;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.953;0.953;415.973;1483;1483
22;Chaco;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.990;0.990;965.541;1483;1483
22;Chaco;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.939;0.939;682.772;1483;1483
22;Chaco;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.980;0.980;545.253;1483;1483
22;Chaco;H__19D_01_PORC;H__19B_02_PORC;Con teléfono de línea PORC;Sin computadora PORC;-0.919;0.919;-471.319;1483;1483
22;Chaco;H__19D_01_PORC;H__19B_01_PORC;Con teléfono de línea PORC;Con computadora PORC;0.926;0.926;472.757;1483;1483
22;Chaco;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.965;0.965;1051.965;1483;1483
22;Chaco;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.936;0.936;-929.879;1483;1483
22;Chaco;H__08_01_PORC;H__11_02_PORC;Por cañeria dentro de la vivienda PORC;No tiene cadena y mochila en el baño PORC;-0.902;0.902;-790.473;1483;1483
22;Chaco;V__INMAT_04_PORC;H__05_03_PORC;Calidad 4 PORC;Tierra o ladrillo suelto PORC;0.971;0.971;317.870;1483;1483
22;Chaco;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.953;0.953;151.947;1483;1483
22;Chaco;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.951;0.951;681.126;1483;1483
22;Chaco;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.980;0.980;545.253;1483;1483
46;La Rioja;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.970;0.970;136.246;316;316
46;La Rioja;H__06_07_PORC;V__INMAT_04_PORC;Caña, palma, tabla o paja con o sin barro PORC;Calidad 4 PORC;0.939;0.939;295.705;316;316
46;La Rioja;H__14_06_PORC;H__05_03_PORC;Leña o carbón PORC;Tierra o ladrillo suelto PORC;0.911;0.911;232.149;316;316
46;La Rioja;H__14_06_PORC;V__URP_03_PORC;Leña o carbón PORC;Area Rural disperso PORC;0.925;0.925;489.421;316;316
46;La Rioja;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.988;0.988;1556.762;316;316
46;La Rioja;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.971;0.971;432.072;316;316
46;La Rioja;H__11_01_PORC;H__08_02_PORC;Si tiene cadena y mochila en el baño PORC;Fuera de la vivienda pero dentro del terreno PORC;-0.900;0.900;-289.749;316;316
46;La Rioja;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.940;0.940;196.594;316;316
46;La Rioja;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.931;0.931;250.311;316;316
46;La Rioja;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.931;0.931;-250.311;316;316
46;La Rioja;H__05_03_PORC;H__14_06_PORC;Tierra o ladrillo suelto PORC;Leña o carbón PORC;0.911;0.911;232.149;316;316
46;La Rioja;V__INCALSERV_02_PORC;H__12_02_PORC;Calidad de Servicios Basicos Basico PORC;A cámara séptica y pozo ciego PORC;0.932;0.932;748.971;316;316
46;La Rioja;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.907;0.907;-376.689;316;316
46;La Rioja;V__INCALCONS_03_PORC;V__INMAT_04_PORC;Calidad constructiva Insuficiente PORC;Calidad 4 PORC;0.908;0.908;246.594;316;316
46;La Rioja;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.940;0.940;196.594;316;316
46;La Rioja;P__09_02_PORC;H__19B_02_PORC;Primario PORC;Sin computadora PORC;0.908;0.908;215.103;316;316
46;La Rioja;P__09_02_PORC;H__19B_01_PORC;Primario PORC;Con computadora PORC;-0.908;0.908;-215.103;316;316
46;La Rioja;P__09_02_PORC;P__12_01_PORC;Primario PORC;Si tiliza computadora PORC;-0.927;0.927;-190.335;316;316
46;La Rioja;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.970;0.970;136.246;316;316
46;La Rioja;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.930;0.930;487.189;316;316
46;La Rioja;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.926;0.926;484.180;316;316
46;La Rioja;H__13_01_PORC;H__10_02_PORC;De uso exclusivo del hogar PORC;HOGAR NO Tiene baño o letrina PORC;-0.935;0.935;-91.764;316;316
46;La Rioja;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.935;0.935;91.764;316;316
46;La Rioja;H__10_02_PORC;H__13_01_PORC;HOGAR NO Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;-0.935;0.935;-91.764;316;316
46;La Rioja;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.931;0.931;250.311;316;316
46;La Rioja;H__19B_02_PORC;P__09_02_PORC;Sin computadora PORC;Primario PORC;0.908;0.908;215.103;316;316
46;La Rioja;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.944;0.944;-249.089;316;316
46;La Rioja;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.931;0.931;-250.311;316;316
46;La Rioja;H__19B_01_PORC;P__09_02_PORC;Con computadora PORC;Primario PORC;-0.908;0.908;-215.103;316;316
46;La Rioja;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.944;0.944;249.089;316;316
46;La Rioja;P__12_01_PORC;P__09_02_PORC;Si tiliza computadora PORC;Primario PORC;-0.927;0.927;-190.335;316;316
46;La Rioja;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.944;0.944;-249.089;316;316
46;La Rioja;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.944;0.944;249.089;316;316
46;La Rioja;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.988;0.988;1556.762;316;316
46;La Rioja;H__12_02_PORC;V__INCALSERV_02_PORC;A cámara séptica y pozo ciego PORC;Calidad de Servicios Basicos Basico PORC;0.932;0.932;748.971;316;316
