id_prov;prov;var1;var2;svar1;svar2;value;value_abs;covar
86;Santiago del Estero;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.986;0.986;1311.409
86;Santiago del Estero;H__08_01_PORC;P__12_02_PORC;Por cañeria dentro de la vivienda PORC;No utiliza computadora PORC;-0.861;0.861;-648.368
86;Santiago del Estero;H__08_01_PORC;H__05_03_PORC;Por cañeria dentro de la vivienda PORC;Tierra o ladrillo suelto PORC;-0.861;0.861;-994.207
86;Santiago del Estero;H__08_01_PORC;V__INCALSERV_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.918;0.918;-1061.992
86;Santiago del Estero;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.953;0.953;-1118.255
86;Santiago del Estero;H__08_01_PORC;P__09_02_PORC;Por cañeria dentro de la vivienda PORC;Primario PORC;-0.884;0.884;-622.578
86;Santiago del Estero;H__08_01_PORC;P__09_04_PORC;Por cañeria dentro de la vivienda PORC;Secundario PORC;0.897;0.897;367.492
86;Santiago del Estero;H__08_01_PORC;H__07_02_PORC;Por cañeria dentro de la vivienda PORC;Sin revestimiento interior o cielorraso del techo PORC;-0.878;0.878;-890.848
86;Santiago del Estero;H__08_01_PORC;H__11_02_PORC;Por cañeria dentro de la vivienda PORC;No tiene cadena y mochila en el baño PORC;-0.917;0.917;-935.137
86;Santiago del Estero;H__08_01_PORC;H__05_01_PORC;Por cañeria dentro de la vivienda PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.959;0.959;1220.962
86;Santiago del Estero;H__08_01_PORC;H__19B_01_PORC;Por cañeria dentro de la vivienda PORC;Con computadora PORC;0.879;0.879;631.998
86;Santiago del Estero;H__08_01_PORC;P__12_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiliza computadora PORC;0.905;0.905;686.035
86;Santiago del Estero;H__08_01_PORC;H__07_01_PORC;Por cañeria dentro de la vivienda PORC;Con revestimiento interior o cielorraso del techo PORC;0.893;0.893;904.615
86;Santiago del Estero;H__08_01_PORC;V__INCALCONS_01_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Satisfactoria PORC;0.922;0.922;800.600
86;Santiago del Estero;H__08_01_PORC;V__INMAT_01_PORC;Por cañeria dentro de la vivienda PORC;Calidad 1 PORC;0.914;0.914;787.347
86;Santiago del Estero;V__TIPVV_02_PORC;V__TIPVV_01_PORC;Viviendas colectivas PORC;Viviendas particulares PORC;-1.000;1.000;-0.758
86;Santiago del Estero;V__INMAT_04_PORC;H__06_07_PORC;Calidad 4 PORC;Caña, palma, tabla o paja con o sin barro PORC;0.936;0.936;710.294
86;Santiago del Estero;V__INMAT_04_PORC;H__14_06_PORC;Calidad 4 PORC;Leña o carbón PORC;0.926;0.926;863.894
86;Santiago del Estero;V__INMAT_04_PORC;H__11_01_PORC;Calidad 4 PORC;Si tiene cadena y mochila en el baño PORC;-0.858;0.858;-863.009
86;Santiago del Estero;V__INMAT_04_PORC;H__05_03_PORC;Calidad 4 PORC;Tierra o ladrillo suelto PORC;0.983;0.983;858.140
86;Santiago del Estero;V__INMAT_04_PORC;V__INCALCONS_03_PORC;Calidad 4 PORC;Calidad constructiva Insuficiente PORC;0.866;0.866;767.862
86;Santiago del Estero;V__INMAT_04_PORC;V__01_02_PORC;Calidad 4 PORC;Rancho PORC;0.930;0.930;694.930
86;Santiago del Estero;H__10_01_PORC;H__ALGUNBI_02_PORC;HOGAR SI Tiene baño o letrina PORC;Al menos un indicador NBI PORC;-0.861;0.861;-207.348
86;Santiago del Estero;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.979;0.979;216.985
86;Santiago del Estero;H__10_01_PORC;H__10_02_PORC;HOGAR SI Tiene baño o letrina PORC;HOGAR NO Tiene baño o letrina PORC;-0.934;0.934;-198.341
86;Santiago del Estero;H__10_01_PORC;H__ALGUNBI_01_PORC;HOGAR SI Tiene baño o letrina PORC;Sin NBI PORC;0.936;0.936;232.476
86;Santiago del Estero;V__INMAT_01_PORC;H__11_01_PORC;Calidad 1 PORC;Si tiene cadena y mochila en el baño PORC;0.912;0.912;753.076
86;Santiago del Estero;V__INMAT_01_PORC;P__12_02_PORC;Calidad 1 PORC;No utiliza computadora PORC;-0.854;0.854;-399.525
86;Santiago del Estero;V__INMAT_01_PORC;V__INCALCONS_03_PORC;Calidad 1 PORC;Calidad constructiva Insuficiente PORC;-0.873;0.873;-636.082
86;Santiago del Estero;V__INMAT_01_PORC;P__09_02_PORC;Calidad 1 PORC;Primario PORC;-0.862;0.862;-376.885
86;Santiago del Estero;V__INMAT_01_PORC;H__19D_02_PORC;Calidad 1 PORC;Sin teléfono de línea PORC;-0.856;0.856;-495.403
86;Santiago del Estero;V__INMAT_01_PORC;P__09_04_PORC;Calidad 1 PORC;Secundario PORC;0.861;0.861;219.202
86;Santiago del Estero;V__INMAT_01_PORC;H__07_02_PORC;Calidad 1 PORC;Sin revestimiento interior o cielorraso del techo PORC;-0.911;0.911;-573.799
86;Santiago del Estero;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.943;0.943;745.715
86;Santiago del Estero;V__INMAT_01_PORC;H__19B_02_PORC;Calidad 1 PORC;Sin computadora PORC;-0.855;0.855;-390.644
86;Santiago del Estero;V__INMAT_01_PORC;H__19B_01_PORC;Calidad 1 PORC;Con computadora PORC;0.892;0.892;398.419
86;Santiago del Estero;V__INMAT_01_PORC;P__12_01_PORC;Calidad 1 PORC;Si tiliza computadora PORC;0.900;0.900;423.934
86;Santiago del Estero;V__INMAT_01_PORC;H__07_01_PORC;Calidad 1 PORC;Con revestimiento interior o cielorraso del techo PORC;0.924;0.924;581.574
86;Santiago del Estero;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.988;0.988;532.676
86;Santiago del Estero;V__INMAT_01_PORC;H__19D_01_PORC;Calidad 1 PORC;Con teléfono de línea PORC;0.881;0.881;503.178
86;Santiago del Estero;V__INMAT_01_PORC;H__08_01_PORC;Calidad 1 PORC;Por cañeria dentro de la vivienda PORC;0.914;0.914;787.347
26;Chubut;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.895;0.895;304.996
26;Chubut;H__14_06_PORC;H__19A_02_PORC;Leña o carbón PORC;Sin Heladera PORC;0.887;0.887;525.334
26;Chubut;H__14_06_PORC;H__19A_01_PORC;Leña o carbón PORC;Con Heladera PORC;-0.868;0.868;-522.378
26;Chubut;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.982;0.982;1594.886
26;Chubut;V__01_04_PORC;V__01_01_PORC;Departamento PORC;Casa PORC;-0.884;0.884;-325.551
26;Chubut;H__ALGUNBI_02_PORC;H__ALGUNBI_01_PORC;Al menos un indicador NBI PORC;Sin NBI PORC;-0.878;0.878;-91.104
26;Chubut;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.870;0.870;-279.917
26;Chubut;H__11_01_PORC;H__11_02_PORC;Si tiene cadena y mochila en el baño PORC;No tiene cadena y mochila en el baño PORC;-0.925;0.925;-332.967
26;Chubut;H__11_01_PORC;H__05_01_PORC;Si tiene cadena y mochila en el baño PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.857;0.857;424.361
26;Chubut;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.900;0.900;403.402
26;Chubut;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.853;0.853;249.907
26;Chubut;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.867;0.867;460.190
26;Chubut;H__09_01_PORC;V__URP_03_PORC;Red pública PORC;Area Rural disperso PORC;-0.914;0.914;-1361.639
26;Chubut;V__TIPVV_01_PORC;V__TIPVV_02_PORC;Viviendas particulares PORC;Viviendas colectivas PORC;-1.000;1.000;-14.877
26;Chubut;P__08_03_PORC;P__07_02_PORC;Nunca asistio PORC;No sabe leer y escribir PORC;0.892;0.892;33.634
26;Chubut;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.870;0.870;-279.917
26;Chubut;V__INCALCONS_03_PORC;H__11_02_PORC;Calidad constructiva Insuficiente PORC;No tiene cadena y mochila en el baño PORC;0.859;0.859;232.597
26;Chubut;H__19C_02_PORC;H__19C_01_PORC;Sin teléfono celular PORC;Con teléfono celular PORC;-0.982;0.982;-732.432
26;Chubut;H__19C_01_PORC;H__19C_02_PORC;Con teléfono celular PORC;Sin teléfono celular PORC;-0.982;0.982;-732.432
26;Chubut;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.853;0.853;249.907
26;Chubut;H__19D_02_PORC;H__19D_01_PORC;Sin teléfono de línea PORC;Con teléfono de línea PORC;-0.978;0.978;-602.250
26;Chubut;H__19A_02_PORC;H__14_06_PORC;Sin Heladera PORC;Leña o carbón PORC;0.887;0.887;525.334
26;Chubut;H__19A_02_PORC;H__19A_01_PORC;Sin Heladera PORC;Con Heladera PORC;-0.978;0.978;-579.017
26;Chubut;P__07_02_PORC;P__08_03_PORC;No sabe leer y escribir PORC;Nunca asistio PORC;0.892;0.892;33.634
26;Chubut;V__01_01_PORC;V__01_04_PORC;Casa PORC;Departamento PORC;-0.884;0.884;-325.551
26;Chubut;H__07_02_PORC;H__07_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Con revestimiento interior o cielorraso del techo PORC;-0.931;0.931;-175.447
26;Chubut;H__11_02_PORC;H__11_01_PORC;No tiene cadena y mochila en el baño PORC;Si tiene cadena y mochila en el baño PORC;-0.925;0.925;-332.967
26;Chubut;H__11_02_PORC;V__INCALCONS_03_PORC;No tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;0.859;0.859;232.597
26;Chubut;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.895;0.895;304.996
26;Chubut;H__05_01_PORC;H__11_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiene cadena y mochila en el baño PORC;0.857;0.857;424.361
26;Chubut;H__05_01_PORC;H__05_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Cemento o ladrillo fijo PORC;-0.936;0.936;-459.938
26;Chubut;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.866;0.866;481.226
26;Chubut;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.869;0.869;455.375
26;Chubut;P__02_02_PORC;P__02_01_PORC;Mujer PORC;Hombre PORC;-0.899;0.899;-118.085
26;Chubut;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.898;0.898;68.385
26;Chubut;H__06_06_PORC;V__INMAT_04_PORC;Chapa de cartón PORC;Calidad 4 PORC;0.872;0.872;51.053
26;Chubut;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.867;0.867;460.190
26;Chubut;H__19B_02_PORC;H__19B_01_PORC;Sin computadora PORC;Con computadora PORC;-0.980;0.980;-636.009
26;Chubut;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.882;0.882;-485.776
26;Chubut;H__19B_01_PORC;H__19B_02_PORC;Con computadora PORC;Sin computadora PORC;-0.980;0.980;-636.009
26;Chubut;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.908;0.908;499.533
26;Chubut;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.882;0.882;-485.776
26;Chubut;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.908;0.908;499.533
26;Chubut;H__05_02_PORC;H__05_01_PORC;Cemento o ladrillo fijo PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.936;0.936;-459.938
26;Chubut;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.982;0.982;1594.886
26;Chubut;H__19A_01_PORC;H__14_06_PORC;Con Heladera PORC;Leña o carbón PORC;-0.868;0.868;-522.378
26;Chubut;H__19A_01_PORC;H__19A_02_PORC;Con Heladera PORC;Sin Heladera PORC;-0.978;0.978;-579.017
26;Chubut;H__07_01_PORC;H__07_02_PORC;Con revestimiento interior o cielorraso del techo PORC;Sin revestimiento interior o cielorraso del techo PORC;-0.931;0.931;-175.447
26;Chubut;V__URP_03_PORC;H__09_01_PORC;Area Rural disperso PORC;Red pública PORC;-0.914;0.914;-1361.639
26;Chubut;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.866;0.866;481.226
26;Chubut;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.985;0.985;501.047
26;Chubut;H__ALGUNBI_01_PORC;H__ALGUNBI_02_PORC;Sin NBI PORC;Al menos un indicador NBI PORC;-0.878;0.878;-91.104
26;Chubut;H__19D_01_PORC;H__19D_02_PORC;Con teléfono de línea PORC;Sin teléfono de línea PORC;-0.978;0.978;-602.250
26;Chubut;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.900;0.900;403.402
26;Chubut;H__08_01_PORC;H__08_02_PORC;Por cañeria dentro de la vivienda PORC;Fuera de la vivienda pero dentro del terreno PORC;-0.904;0.904;-331.533
26;Chubut;V__TIPVV_02_PORC;V__TIPVV_01_PORC;Viviendas colectivas PORC;Viviendas particulares PORC;-1.000;1.000;-14.877
26;Chubut;P__02_01_PORC;P__02_02_PORC;Hombre PORC;Mujer PORC;-0.899;0.899;-118.085
26;Chubut;V__INMAT_04_PORC;H__06_06_PORC;Calidad 4 PORC;Chapa de cartón PORC;0.872;0.872;51.053
26;Chubut;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.898;0.898;68.385
26;Chubut;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.869;0.869;455.375
26;Chubut;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.985;0.985;501.047
26;Chubut;H__08_02_PORC;H__08_01_PORC;Fuera de la vivienda pero dentro del terreno PORC;Por cañeria dentro de la vivienda PORC;-0.904;0.904;-331.533
22;Chaco;H__14_06_PORC;H__05_03_PORC;Leña o carbón PORC;Tierra o ladrillo suelto PORC;0.857;0.857;476.096
22;Chaco;H__14_06_PORC;H__14_04_PORC;Leña o carbón PORC;Gas en garrafa PORC;-0.911;0.911;-753.998
22;Chaco;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.990;0.990;965.541
22;Chaco;V__URP_01_PORC;V__URP_03_PORC;Area Urbano PORC;Area Rural disperso PORC;-0.942;0.942;-2114.065
22;Chaco;H__ALGUNBI_02_PORC;H__10_02_PORC;Al menos un indicador NBI PORC;HOGAR NO Tiene baño o letrina PORC;0.863;0.863;162.538
22;Chaco;H__ALGUNBI_02_PORC;H__ALGUNBI_01_PORC;Al menos un indicador NBI PORC;Sin NBI PORC;-0.986;0.986;-232.248
22;Chaco;H__11_01_PORC;P__12_02_PORC;Si tiene cadena y mochila en el baño PORC;No utiliza computadora PORC;-0.864;0.864;-550.605
22;Chaco;H__11_01_PORC;V__INCALSERV_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.859;0.859;-851.837
22;Chaco;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.941;0.941;-853.880
22;Chaco;H__11_01_PORC;H__11_02_PORC;Si tiene cadena y mochila en el baño PORC;No tiene cadena y mochila en el baño PORC;-0.926;0.926;-741.348
22;Chaco;H__11_01_PORC;H__05_01_PORC;Si tiene cadena y mochila en el baño PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.872;0.872;842.359
22;Chaco;H__11_01_PORC;H__19B_02_PORC;Si tiene cadena y mochila en el baño PORC;Sin computadora PORC;-0.854;0.854;-580.492
22;Chaco;H__11_01_PORC;H__19B_01_PORC;Si tiene cadena y mochila en el baño PORC;Con computadora PORC;0.862;0.862;584.228
22;Chaco;H__11_01_PORC;P__12_01_PORC;Si tiene cadena y mochila en el baño PORC;Si tiliza computadora PORC;0.878;0.878;563.093
22;Chaco;H__11_01_PORC;H__19A_01_PORC;Si tiene cadena y mochila en el baño PORC;Con Heladera PORC;0.850;0.850;580.635
22;Chaco;H__11_01_PORC;V__INCALCONS_01_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Satisfactoria PORC;0.875;0.875;655.710
22;Chaco;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.965;0.965;1051.965
22;Chaco;P__12_02_PORC;H__11_01_PORC;No utiliza computadora PORC;Si tiene cadena y mochila en el baño PORC;-0.864;0.864;-550.605
22;Chaco;P__12_02_PORC;V__INCALCONS_03_PORC;No utiliza computadora PORC;Calidad constructiva Insuficiente PORC;0.860;0.860;499.337
22;Chaco;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.909;0.909;302.853
22;Chaco;P__12_02_PORC;H__19D_02_PORC;No utiliza computadora PORC;Sin teléfono de línea PORC;0.887;0.887;427.476
22;Chaco;P__12_02_PORC;H__05_01_PORC;No utiliza computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.880;0.880;-543.953
22;Chaco;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.947;0.947;412.478
22;Chaco;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.941;0.941;-408.192
22;Chaco;P__12_02_PORC;P__12_01_PORC;No utiliza computadora PORC;Si tiliza computadora PORC;-0.978;0.978;-401.666
22;Chaco;P__12_02_PORC;V__INCALCONS_01_PORC;No utiliza computadora PORC;Calidad constructiva Satisfactoria PORC;-0.862;0.862;-413.952
22;Chaco;P__12_02_PORC;H__19D_01_PORC;No utiliza computadora PORC;Con teléfono de línea PORC;-0.881;0.881;-423.191
22;Chaco;P__12_02_PORC;H__08_01_PORC;No utiliza computadora PORC;Por cañeria dentro de la vivienda PORC;-0.869;0.869;-606.671
22;Chaco;H__05_03_PORC;H__14_06_PORC;Tierra o ladrillo suelto PORC;Leña o carbón PORC;0.857;0.857;476.096
22;Chaco;H__05_03_PORC;V__01_02_PORC;Tierra o ladrillo suelto PORC;Rancho PORC;0.875;0.875;226.787
22;Chaco;H__05_03_PORC;V__INMAT_04_PORC;Tierra o ladrillo suelto PORC;Calidad 4 PORC;0.971;0.971;317.870
22;Chaco;V__TIPVV_01_PORC;V__V00_05_PORC;Viviendas particulares PORC;Hospital PORC;-0.898;0.898;-0.150
22;Chaco;V__TIPVV_01_PORC;V__TIPVV_02_PORC;Viviendas particulares PORC;Viviendas colectivas PORC;-1.000;1.000;-0.363
22;Chaco;V__TIPVV_01_PORC;V__V00_06_PORC;Viviendas particulares PORC;Prisión PORC;-0.875;0.875;-0.140
22;Chaco;V__V00_05_PORC;V__TIPVV_01_PORC;Hospital PORC;Viviendas particulares PORC;-0.898;0.898;-0.150
22;Chaco;V__V00_05_PORC;V__TIPVV_02_PORC;Hospital PORC;Viviendas colectivas PORC;0.898;0.898;0.150
22;Chaco;V__V00_05_PORC;V__V00_06_PORC;Hospital PORC;Prisión PORC;0.926;0.926;0.068
22;Chaco;V__INCALSERV_03_PORC;H__11_01_PORC;Calidad de Servicios BasicosInsuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.859;0.859;-851.837
22;Chaco;V__INCALSERV_03_PORC;V__INCALCONS_03_PORC;Calidad de Servicios BasicosInsuficiente PORC;Calidad constructiva Insuficiente PORC;0.909;0.909;821.446
22;Chaco;V__INCALSERV_03_PORC;H__08_01_PORC;Calidad de Servicios BasicosInsuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.867;0.867;-941.404
22;Chaco;P__07_01_PORC;P__07_02_PORC;Sabe leer y escribir PORC;No sabe leer y escribir PORC;-0.910;0.910;-44.251
22;Chaco;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.941;0.941;-853.880
22;Chaco;V__INCALCONS_03_PORC;P__12_02_PORC;Calidad constructiva Insuficiente PORC;No utiliza computadora PORC;0.860;0.860;499.337
22;Chaco;V__INCALCONS_03_PORC;V__INCALSERV_03_PORC;Calidad constructiva Insuficiente PORC;Calidad de Servicios BasicosInsuficiente PORC;0.909;0.909;821.446
22;Chaco;V__INCALCONS_03_PORC;H__11_02_PORC;Calidad constructiva Insuficiente PORC;No tiene cadena y mochila en el baño PORC;0.882;0.882;643.852
22;Chaco;V__INCALCONS_03_PORC;H__05_01_PORC;Calidad constructiva Insuficiente PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.870;0.870;-765.779
22;Chaco;V__INCALCONS_03_PORC;H__19B_02_PORC;Calidad constructiva Insuficiente PORC;Sin computadora PORC;0.855;0.855;530.091
22;Chaco;V__INCALCONS_03_PORC;H__19B_01_PORC;Calidad constructiva Insuficiente PORC;Con computadora PORC;-0.854;0.854;-527.169
22;Chaco;V__INCALCONS_03_PORC;P__12_01_PORC;Calidad constructiva Insuficiente PORC;Si tiliza computadora PORC;-0.863;0.863;-504.803
22;Chaco;V__INCALCONS_03_PORC;V__INCALCONS_01_PORC;Calidad constructiva Insuficiente PORC;Calidad constructiva Satisfactoria PORC;-0.866;0.866;-591.373
22;Chaco;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.936;0.936;-929.879
22;Chaco;H__19C_02_PORC;H__19C_01_PORC;Sin teléfono celular PORC;Con teléfono celular PORC;-0.979;0.979;-159.055
22;Chaco;H__19C_01_PORC;H__19C_02_PORC;Con teléfono celular PORC;Sin teléfono celular PORC;-0.979;0.979;-159.055
22;Chaco;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.909;0.909;302.853
22;Chaco;P__09_02_PORC;H__19B_02_PORC;Primario PORC;Sin computadora PORC;0.882;0.882;313.823
22;Chaco;P__09_02_PORC;H__19B_01_PORC;Primario PORC;Con computadora PORC;-0.877;0.877;-310.756
22;Chaco;P__09_02_PORC;P__12_01_PORC;Primario PORC;Si tiliza computadora PORC;-0.893;0.893;-299.675
22;Chaco;H__19D_02_PORC;P__12_02_PORC;Sin teléfono de línea PORC;No utiliza computadora PORC;0.887;0.887;427.476
22;Chaco;H__19D_02_PORC;H__05_01_PORC;Sin teléfono de línea PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.881;0.881;-643.351
22;Chaco;H__19D_02_PORC;H__19B_02_PORC;Sin teléfono de línea PORC;Sin computadora PORC;0.926;0.926;476.447
22;Chaco;H__19D_02_PORC;H__19B_01_PORC;Sin teléfono de línea PORC;Con computadora PORC;-0.919;0.919;-471.141
22;Chaco;H__19D_02_PORC;P__12_01_PORC;Sin teléfono de línea PORC;Si tiliza computadora PORC;-0.888;0.888;-430.706
22;Chaco;H__19D_02_PORC;V__INCALCONS_01_PORC;Sin teléfono de línea PORC;Calidad constructiva Satisfactoria PORC;-0.852;0.852;-482.831
22;Chaco;H__19D_02_PORC;H__19D_01_PORC;Sin teléfono de línea PORC;Con teléfono de línea PORC;-0.994;0.994;-564.223
22;Chaco;H__19A_02_PORC;H__19A_01_PORC;Sin Heladera PORC;Con Heladera PORC;-0.993;0.993;-462.995
22;Chaco;P__07_02_PORC;P__07_01_PORC;No sabe leer y escribir PORC;Sabe leer y escribir PORC;-0.910;0.910;-44.251
22;Chaco;H__07_02_PORC;H__05_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.852;0.852;-642.078
22;Chaco;H__07_02_PORC;H__07_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Con revestimiento interior o cielorraso del techo PORC;-0.994;0.994;-603.462
22;Chaco;H__07_02_PORC;V__INMAT_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Calidad 1 PORC;-0.876;0.876;-505.109
22;Chaco;H__11_02_PORC;H__11_01_PORC;No tiene cadena y mochila en el baño PORC;Si tiene cadena y mochila en el baño PORC;-0.926;0.926;-741.348
22;Chaco;H__11_02_PORC;V__INCALCONS_03_PORC;No tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;0.882;0.882;643.852
22;Chaco;H__11_02_PORC;H__08_01_PORC;No tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;-0.902;0.902;-790.473
22;Chaco;H__05_01_PORC;H__11_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiene cadena y mochila en el baño PORC;0.872;0.872;842.359
22;Chaco;H__05_01_PORC;P__12_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;No utiliza computadora PORC;-0.880;0.880;-543.953
22;Chaco;H__05_01_PORC;V__INCALCONS_03_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Insuficiente PORC;-0.870;0.870;-765.779
22;Chaco;H__05_01_PORC;H__19D_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Sin teléfono de línea PORC;-0.881;0.881;-643.351
22;Chaco;H__05_01_PORC;H__07_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Sin revestimiento interior o cielorraso del techo PORC;-0.852;0.852;-642.078
22;Chaco;H__05_01_PORC;H__19B_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Sin computadora PORC;-0.917;0.917;-604.578
22;Chaco;H__05_01_PORC;H__19B_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con computadora PORC;0.924;0.924;607.404
22;Chaco;H__05_01_PORC;P__12_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiliza computadora PORC;0.896;0.896;557.279
22;Chaco;H__05_01_PORC;H__07_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con revestimiento interior o cielorraso del techo PORC;0.855;0.855;644.904
22;Chaco;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.939;0.939;682.772
